Valor do sinal,Temperatura,Umidade,Data,Hora
0.00390625,25.9°C,71%,2024-04-08,17:36:30
-0.279296875,25.9°C,71%,2024-04-08,17:36:47
-0.259765625,25.9°C,71%,2024-04-08,17:37:03
0.0234375,25.9°C,71%,2024-04-08,17:37:19
-0.03515625,25.9°C,71%,2024-04-08,17:37:35
-0.275390625,25.9°C,71%,2024-04-08,17:37:52
-0.21484375,25.9°C,71%,2024-04-08,17:38:08
0.04296875,25.9°C,71%,2024-04-08,17:38:24
-0.078125,25.9°C,71%,2024-04-08,17:38:40
-0.255859375,25.9°C,71%,2024-04-08,17:38:57
-0.115234375,25.9°C,71%,2024-04-08,17:39:13
0.04296875,25.9°C,71%,2024-04-08,17:39:29
-0.099609375,25.9°C,71%,2024-04-08,17:39:45
-0.25390625,25.9°C,71%,2024-04-08,17:40:02
-0.044921875,25.9°C,71%,2024-04-08,17:40:18
0.0625,25.9°C,71%,2024-04-08,17:40:34
-0.169921875,25.9°C,71%,2024-04-08,17:40:51
-0.236328125,25.9°C,71%,2024-04-08,17:41:07
-0.005859375,25.9°C,71%,2024-04-08,17:41:24
0.060546875,25.9°C,71%,2024-04-08,17:41:40
-0.232421875,25.9°C,71%,2024-04-08,17:41:56
-0.25390625,25.9°C,71%,2024-04-08,17:42:12
-0.267578125,25.9°C,71%,2024-04-08,17:42:28
0.02734375,25.9°C,71%,2024-04-08,17:42:45
0.033203125,25.9°C,71%,2024-04-08,17:43:01
-0.265625,25.9°C,71%,2024-04-08,17:43:17
-0.244140625,25.9°C,71%,2024-04-08,17:43:34
0.05078125,25.9°C,71%,2024-04-08,17:43:50
0.0,25.9°C,71%,2024-04-08,17:44:06
-0.2421875,25.9°C,71%,2024-04-08,17:44:22
-0.193359375,25.9°C,71%,2024-04-08,17:44:38
0.05078125,25.9°C,71%,2024-04-08,17:44:55
-0.01953125,25.9°C,71%,2024-04-08,17:45:11
-0.248046875,25.9°C,71%,2024-04-08,17:45:27
-0.11328125,25.9°C,71%,2024-04-08,17:45:44
0.0703125,25.9°C,71%,2024-04-08,17:46:00
-0.056640625,25.9°C,71%,2024-04-08,17:46:17
-0.2109375,25.9°C,71%,2024-04-08,17:46:33
0.05078125,25.9°C,71%,2024-04-08,17:46:49
-0.244140625,25.9°C,71%,2024-04-08,17:47:06
-0.23828125,25.9°C,71%,2024-04-08,17:47:22
0.06640625,25.9°C,71%,2024-04-08,17:47:38
0.02734375,25.9°C,71%,2024-04-08,17:47:54
-0.24609375,25.9°C,71%,2024-04-08,17:48:10
-0.203125,25.9°C,71%,2024-04-08,17:48:27
0.041015625,25.9°C,71%,2024-04-08,17:48:43
-0.02734375,25.9°C,71%,2024-04-08,17:49:00
-0.26171875,25.9°C,71%,2024-04-08,17:49:16
-0.15625,25.9°C,71%,2024-04-08,17:49:32
0.046875,25.9°C,71%,2024-04-08,17:49:49
-0.10546875,25.9°C,71%,2024-04-08,17:50:05
-0.2578125,25.9°C,71%,2024-04-08,17:50:21
-0.11328125,25.9°C,71%,2024-04-08,17:50:37
0.04296875,25.9°C,71%,2024-04-08,17:50:53
-0.162109375,25.9°C,71%,2024-04-08,17:51:09
-0.263671875,25.9°C,71%,2024-04-08,17:51:25
-0.05078125,25.9°C,71%,2024-04-08,17:51:42
0.029296875,25.9°C,71%,2024-04-08,17:51:58
-0.21875,25.9°C,71%,2024-04-08,17:52:14
-0.26953125,25.9°C,71%,2024-04-08,17:52:31
-0.0078125,25.9°C,71%,2024-04-08,17:52:47
0.041015625,25.9°C,71%,2024-04-08,17:53:03
-0.267578125,25.9°C,71%,2024-04-08,17:53:19
-0.265625,25.9°C,71%,2024-04-08,17:53:35
0.021484375,25.9°C,71%,2024-04-08,17:53:51
0.029296875,25.9°C,71%,2024-04-08,17:54:07
-0.267578125,25.9°C,71%,2024-04-08,17:54:23
-0.251953125,25.9°C,71%,2024-04-08,17:54:39
0.05078125,25.9°C,71%,2024-04-08,17:54:56
0.005859375,25.9°C,71%,2024-04-08,17:55:12
-0.0703125,25.9°C,71%,2024-04-08,17:55:28
-0.24609375,25.9°C,71%,2024-04-08,17:55:44
-0.111328125,25.9°C,71%,2024-04-08,17:56:00
0.044921875,25.9°C,71%,2024-04-08,17:56:16
-0.119140625,25.9°C,71%,2024-04-08,17:56:32
-0.259765625,25.9°C,71%,2024-04-08,17:56:49
-0.060546875,25.9°C,71%,2024-04-08,17:57:05
0.04296875,25.9°C,71%,2024-04-08,17:57:21
-0.193359375,25.9°C,71%,2024-04-08,17:57:38
-0.2578125,25.9°C,71%,2024-04-08,17:57:54
-0.01953125,25.9°C,71%,2024-04-08,17:58:11
0.044921875,25.9°C,71%,2024-04-08,17:58:27
-0.248046875,25.9°C,71%,2024-04-08,17:58:44
-0.263671875,25.9°C,71%,2024-04-08,17:59:00
0.021484375,25.9°C,71%,2024-04-08,17:59:16
0.02734375,25.9°C,71%,2024-04-08,17:59:32
-0.265625,25.9°C,71%,2024-04-08,17:59:48
-0.146484375,25.9°C,71%,2024-04-08,18:00:05
0.025390625,25.9°C,71%,2024-04-08,18:00:21
-0.1328125,25.9°C,71%,2024-04-08,18:00:38
-0.26953125,25.9°C,71%,2024-04-08,18:00:55
-0.091796875,25.9°C,71%,2024-04-08,18:01:11
0.041015625,25.9°C,71%,2024-04-08,18:01:28
-0.203125,25.9°C,71%,2024-04-08,18:01:44
-0.267578125,25.9°C,71%,2024-04-08,18:02:00
-0.037109375,25.9°C,71%,2024-04-08,18:02:16
0.037109375,25.9°C,71%,2024-04-08,18:02:33
-0.240234375,25.9°C,71%,2024-04-08,18:02:50
-0.26171875,25.9°C,71%,2024-04-08,18:03:06
0.02734375,25.9°C,71%,2024-04-08,18:03:23
0.03515625,25.9°C,71%,2024-04-08,18:03:39
-0.2578125,25.9°C,71%,2024-04-08,18:03:55
-0.126953125,25.9°C,71%,2024-04-08,18:04:11
-0.271484375,25.9°C,71%,2024-04-08,18:04:28
-0.08984375,25.9°C,71%,2024-04-08,18:04:44
0.048828125,25.9°C,71%,2024-04-08,18:05:00
-0.19140625,25.9°C,71%,2024-04-08,18:05:16
-0.255859375,25.9°C,71%,2024-04-08,18:05:33
-0.0234375,25.9°C,71%,2024-04-08,18:05:49
0.046875,25.9°C,71%,2024-04-08,18:06:05
-0.22265625,25.9°C,71%,2024-04-08,18:06:21
-0.25390625,25.9°C,71%,2024-04-08,18:06:37
0.041015625,25.9°C,71%,2024-04-08,18:06:54
0.046875,25.9°C,71%,2024-04-08,18:07:10
-0.24609375,25.9°C,71%,2024-04-08,18:07:26
-0.244140625,25.9°C,71%,2024-04-08,18:07:42
0.0546875,25.9°C,71%,2024-04-08,18:07:59
0.046875,25.9°C,71%,2024-04-08,18:08:15
-0.265625,25.9°C,71%,2024-04-08,18:08:31
0.029296875,25.9°C,71%,2024-04-08,18:08:48
0.03125,25.9°C,71%,2024-04-08,18:09:04
-0.25390625,25.9°C,71%,2024-04-08,18:09:20
-0.259765625,25.9°C,71%,2024-04-08,18:09:36
0.048828125,25.9°C,71%,2024-04-08,18:09:52
0.033203125,25.9°C,71%,2024-04-08,18:10:09
-0.259765625,25.9°C,71%,2024-04-08,18:10:25
-0.21484375,25.9°C,71%,2024-04-08,18:10:42
0.041015625,25.9°C,71%,2024-04-08,18:10:59
-0.00390625,25.9°C,71%,2024-04-08,18:11:15
-0.244140625,25.9°C,71%,2024-04-08,18:11:32
-0.171875,25.9°C,71%,2024-04-08,18:11:48
0.06640625,25.9°C,71%,2024-04-08,18:12:05
-0.076171875,25.9°C,71%,2024-04-08,18:12:21
-0.24609375,25.9°C,71%,2024-04-08,18:12:37
0.044921875,25.9°C,71%,2024-04-08,18:12:53
0.013671875,25.9°C,71%,2024-04-08,18:13:09
-0.263671875,25.9°C,71%,2024-04-08,18:13:25
-0.228515625,25.9°C,71%,2024-04-08,18:13:41
0.03125,25.9°C,71%,2024-04-08,18:13:57
-0.0234375,25.9°C,71%,2024-04-08,18:14:14
-0.263671875,25.9°C,71%,2024-04-08,18:14:30
-0.173828125,25.9°C,71%,2024-04-08,18:14:46
0.052734375,25.9°C,71%,2024-04-08,18:15:03
-0.091796875,25.9°C,71%,2024-04-08,18:15:19
-0.25,25.9°C,71%,2024-04-08,18:15:35
-0.111328125,25.9°C,71%,2024-04-08,18:15:51
0.052734375,25.9°C,71%,2024-04-08,18:16:08
-0.123046875,25.9°C,71%,2024-04-08,18:16:24
-0.255859375,25.9°C,71%,2024-04-08,18:16:40
-0.029296875,25.9°C,71%,2024-04-08,18:16:56
-0.140625,25.9°C,71%,2024-04-08,18:17:12
-0.265625,25.9°C,71%,2024-04-08,18:17:28
-0.060546875,25.9°C,71%,2024-04-08,18:17:45
0.0390625,25.9°C,71%,2024-04-08,18:18:01
-0.197265625,25.9°C,71%,2024-04-08,18:18:17
-0.2578125,25.9°C,71%,2024-04-08,18:18:33
-0.013671875,25.9°C,71%,2024-04-08,18:18:49
0.052734375,25.9°C,71%,2024-04-08,18:19:05
-0.2421875,25.9°C,71%,2024-04-08,18:19:22
-0.255859375,25.9°C,71%,2024-04-08,18:19:38
0.044921875,25.9°C,71%,2024-04-08,18:19:54
0.041015625,25.9°C,71%,2024-04-08,18:20:11
-0.244140625,25.9°C,71%,2024-04-08,18:20:27
-0.251953125,25.9°C,71%,2024-04-08,18:20:43
0.064453125,25.9°C,71%,2024-04-08,18:20:59
0.03515625,25.9°C,71%,2024-04-08,18:21:15
0.05078125,25.9°C,71%,2024-04-08,18:21:31
-0.23046875,25.9°C,71%,2024-04-08,18:21:48
-0.255859375,25.9°C,71%,2024-04-08,18:22:04
0.04296875,25.9°C,71%,2024-04-08,18:22:20
0.04296875,25.9°C,71%,2024-04-08,18:22:37
-0.2421875,25.9°C,71%,2024-04-08,18:22:53
-0.24609375,25.9°C,71%,2024-04-08,18:23:09
0.05859375,25.9°C,71%,2024-04-08,18:23:25
0.05078125,25.9°C,71%,2024-04-08,18:23:41
-0.25390625,25.9°C,71%,2024-04-08,18:23:58
-0.208984375,25.9°C,71%,2024-04-08,18:24:14
0.05078125,25.9°C,71%,2024-04-08,18:24:30
0.005859375,25.9°C,71%,2024-04-08,18:24:46
-0.236328125,25.9°C,71%,2024-04-08,18:25:02
-0.16796875,25.9°C,71%,2024-04-08,18:25:18
0.07421875,25.9°C,71%,2024-04-08,18:25:35
-0.181640625,25.9°C,71%,2024-04-08,18:25:51
-0.259765625,25.9°C,71%,2024-04-08,18:26:07
-0.033203125,25.9°C,71%,2024-04-08,18:26:23
0.041015625,25.9°C,71%,2024-04-08,18:26:39
-0.22265625,25.9°C,71%,2024-04-08,18:26:55
-0.265625,25.9°C,71%,2024-04-08,18:27:11
0.02734375,25.9°C,71%,2024-04-08,18:27:27
0.03515625,25.9°C,71%,2024-04-08,18:27:44
-0.259765625,25.9°C,71%,2024-04-08,18:28:00
-0.255859375,25.9°C,71%,2024-04-08,18:28:16
0.0390625,25.9°C,71%,2024-04-08,18:28:33
0.04296875,25.9°C,71%,2024-04-08,18:28:49
-0.263671875,25.9°C,71%,2024-04-08,18:29:05
-0.234375,25.9°C,71%,2024-04-08,18:29:21
0.048828125,25.9°C,71%,2024-04-08,18:29:37
-0.00390625,25.9°C,71%,2024-04-08,18:29:54
0.060546875,25.9°C,71%,2024-04-08,18:30:10
0.00390625,25.9°C,71%,2024-04-08,18:30:27
-0.2421875,25.9°C,71%,2024-04-08,18:30:43
-0.201171875,25.9°C,71%,2024-04-08,18:31:00
0.05078125,25.9°C,71%,2024-04-08,18:31:16
-0.06640625,25.9°C,71%,2024-04-08,18:31:32
-0.263671875,25.9°C,71%,2024-04-08,18:31:49
-0.13671875,25.9°C,71%,2024-04-08,18:32:05
0.02734375,25.9°C,71%,2024-04-08,18:32:21
-0.123046875,25.9°C,71%,2024-04-08,18:32:37
-0.267578125,25.9°C,71%,2024-04-08,18:32:53
-0.091796875,25.9°C,71%,2024-04-08,18:33:10
0.04296875,25.9°C,71%,2024-04-08,18:33:26
-0.201171875,25.9°C,71%,2024-04-08,18:33:42
-0.263671875,25.9°C,71%,2024-04-08,18:33:58
-0.041015625,25.9°C,71%,2024-04-08,18:34:14
0.041015625,25.9°C,71%,2024-04-08,18:34:31
-0.109375,25.9°C,71%,2024-04-08,18:34:47
-0.259765625,25.9°C,71%,2024-04-08,18:35:03
-0.056640625,25.9°C,71%,2024-04-08,18:35:19
0.0546875,25.9°C,71%,2024-04-08,18:35:36
-0.177734375,25.9°C,71%,2024-04-08,18:35:52
-0.236328125,25.9°C,71%,2024-04-08,18:36:08
-0.001953125,25.9°C,71%,2024-04-08,18:36:24
0.06640625,25.9°C,71%,2024-04-08,18:36:41
-0.21875,25.9°C,71%,2024-04-08,18:36:56
-0.244140625,26.0°C,70%,2024-04-08,18:37:12
0.056640625,26.0°C,70%,2024-04-08,18:37:29
0.05078125,26.0°C,70%,2024-04-08,18:37:45
-0.232421875,26.0°C,70%,2024-04-08,18:38:01
-0.248046875,26.0°C,70%,2024-04-08,18:38:17
0.064453125,26.0°C,70%,2024-04-08,18:38:33
0.05078125,26.0°C,70%,2024-04-08,18:38:50
-0.224609375,26.0°C,70%,2024-04-08,18:39:06
-0.263671875,26.0°C,70%,2024-04-08,18:39:22
0.03125,26.0°C,70%,2024-04-08,18:39:38
0.02734375,26.0°C,70%,2024-04-08,18:39:55
-0.265625,26.0°C,70%,2024-04-08,18:40:12
-0.267578125,26.0°C,70%,2024-04-08,18:40:28
0.03515625,26.0°C,70%,2024-04-08,18:40:45
0.025390625,26.0°C,70%,2024-04-08,18:41:01
-0.26953125,26.0°C,70%,2024-04-08,18:41:17
-0.240234375,26.0°C,70%,2024-04-08,18:41:34
0.02734375,26.0°C,70%,2024-04-08,18:41:50
-0.029296875,26.0°C,70%,2024-04-08,18:42:07
-0.263671875,26.0°C,70%,2024-04-08,18:42:23
-0.189453125,26.0°C,70%,2024-04-08,18:42:39
0.052734375,26.0°C,70%,2024-04-08,18:42:56
-0.12109375,26.0°C,70%,2024-04-08,18:43:12
-0.263671875,26.0°C,70%,2024-04-08,18:43:28
-0.056640625,26.0°C,70%,2024-04-08,18:43:44
0.0390625,26.0°C,70%,2024-04-08,18:44:00
-0.197265625,26.0°C,70%,2024-04-08,18:44:17
-0.259765625,26.0°C,70%,2024-04-08,18:44:33
-0.01953125,26.0°C,70%,2024-04-08,18:44:50
0.048828125,26.0°C,70%,2024-04-08,18:45:06
-0.25390625,26.0°C,70%,2024-04-08,18:45:22
-0.26171875,26.0°C,70%,2024-04-08,18:45:38
0.03125,26.0°C,70%,2024-04-08,18:45:54
0.03125,26.0°C,70%,2024-04-08,18:46:11
-0.2578125,26.0°C,70%,2024-04-08,18:46:27
-0.26171875,26.0°C,70%,2024-04-08,18:46:43
0.048828125,26.0°C,70%,2024-04-08,18:46:59
0.013671875,26.0°C,70%,2024-04-08,18:47:15
-0.25,26.0°C,70%,2024-04-08,18:47:31
0.021484375,26.0°C,70%,2024-04-08,18:47:48
0.05859375,26.0°C,70%,2024-04-08,18:48:03
-0.251953125,26.0°C,70%,2024-04-08,18:48:20
-0.248046875,26.0°C,70%,2024-04-08,18:48:36
0.037109375,26.0°C,70%,2024-04-08,18:48:52
0.041015625,26.0°C,70%,2024-04-08,18:49:08
-0.263671875,26.0°C,70%,2024-04-08,18:49:25
-0.25390625,26.0°C,70%,2024-04-08,18:49:41
0.046875,26.0°C,70%,2024-04-08,18:49:57
-0.015625,26.0°C,70%,2024-04-08,18:50:13
-0.265625,26.0°C,70%,2024-04-08,18:50:29
-0.22265625,26.0°C,70%,2024-04-08,18:50:45
0.037109375,26.0°C,70%,2024-04-08,18:51:02
-0.068359375,26.0°C,70%,2024-04-08,18:51:18
-0.26953125,26.0°C,70%,2024-04-08,18:51:34
-0.15234375,26.0°C,70%,2024-04-08,18:51:51
0.025390625,26.0°C,70%,2024-04-08,18:52:07
-0.125,26.0°C,70%,2024-04-08,18:52:23
-0.267578125,26.0°C,70%,2024-04-08,18:52:39
-0.103515625,26.0°C,70%,2024-04-08,18:52:56
0.048828125,26.0°C,70%,2024-04-08,18:53:12
-0.1875,26.0°C,70%,2024-04-08,18:53:29
-0.2578125,26.0°C,70%,2024-04-08,18:53:45
-0.025390625,26.0°C,70%,2024-04-08,18:54:01
0.04296875,26.0°C,70%,2024-04-08,18:54:17
-0.212890625,26.0°C,70%,2024-04-08,18:54:33
-0.26171875,26.0°C,70%,2024-04-08,18:54:49
0.0390625,26.0°C,70%,2024-04-08,18:55:06
0.05078125,26.0°C,70%,2024-04-08,18:55:22
-0.244140625,26.0°C,70%,2024-04-08,18:55:39
-0.2421875,26.0°C,70%,2024-04-08,18:55:55
0.048828125,26.0°C,70%,2024-04-08,18:56:12
0.056640625,26.0°C,70%,2024-04-08,18:56:28
-0.255859375,26.0°C,70%,2024-04-08,18:56:45
-0.216796875,26.0°C,70%,2024-04-08,18:57:01
0.0546875,26.0°C,70%,2024-04-08,18:57:18
-0.00390625,26.0°C,70%,2024-04-08,18:57:34
-0.244140625,26.0°C,70%,2024-04-08,18:57:50
-0.189453125,26.0°C,70%,2024-04-08,18:58:06
0.05859375,26.0°C,70%,2024-04-08,18:58:22
-0.068359375,26.0°C,70%,2024-04-08,18:58:38
-0.255859375,26.0°C,70%,2024-04-08,18:58:54
-0.126953125,26.0°C,70%,2024-04-08,18:59:10
0.0390625,26.0°C,70%,2024-04-08,18:59:27
-0.1171875,26.0°C,70%,2024-04-08,18:59:43
-0.265625,26.0°C,70%,2024-04-08,18:59:59
-0.0703125,26.0°C,70%,2024-04-08,19:00:15
0.0,26.0°C,70%,2024-04-08,19:00:32
-0.248046875,26.0°C,70%,2024-04-08,19:00:48
-0.1484375,26.0°C,70%,2024-04-08,19:01:04
0.064453125,26.0°C,70%,2024-04-08,19:01:20
-0.078125,26.0°C,70%,2024-04-08,19:01:37
-0.23046875,26.0°C,70%,2024-04-08,19:01:53
-0.0859375,26.0°C,70%,2024-04-08,19:02:09
0.064453125,26.0°C,70%,2024-04-08,19:02:25
-0.125,26.0°C,70%,2024-04-08,19:02:42
-0.251953125,26.0°C,70%,2024-04-08,19:02:58
-0.029296875,26.0°C,70%,2024-04-08,19:03:14
0.048828125,26.0°C,70%,2024-04-08,19:03:30
-0.181640625,26.0°C,70%,2024-04-08,19:03:47
-0.25390625,26.0°C,70%,2024-04-08,19:04:03
0.005859375,26.0°C,70%,2024-04-08,19:04:20
0.052734375,26.0°C,70%,2024-04-08,19:04:36
-0.259765625,26.0°C,70%,2024-04-08,19:04:52
-0.248046875,26.0°C,70%,2024-04-08,19:05:08
0.037109375,26.0°C,70%,2024-04-08,19:05:24
0.04296875,26.0°C,70%,2024-04-08,19:05:40
-0.2578125,26.0°C,70%,2024-04-08,19:05:57
-0.25,26.0°C,70%,2024-04-08,19:06:13
0.05078125,26.0°C,70%,2024-04-08,19:06:29
-0.001953125,26.0°C,70%,2024-04-08,19:06:45
-0.25390625,26.0°C,70%,2024-04-08,19:07:01
-0.216796875,26.0°C,70%,2024-04-08,19:07:18
0.041015625,26.0°C,70%,2024-04-08,19:07:34
-0.0546875,26.0°C,70%,2024-04-08,19:07:50
-0.267578125,26.0°C,70%,2024-04-08,19:08:06
-0.123046875,26.0°C,70%,2024-04-08,19:08:22
0.044921875,26.0°C,70%,2024-04-08,19:08:38
-0.103515625,26.0°C,70%,2024-04-08,19:08:54
-0.251953125,26.0°C,70%,2024-04-08,19:09:10
-0.0859375,26.0°C,70%,2024-04-08,19:09:27
0.05859375,26.0°C,70%,2024-04-08,19:09:43
-0.173828125,26.0°C,70%,2024-04-08,19:09:59
-0.24609375,26.0°C,70%,2024-04-08,19:10:15
-0.015625,26.0°C,70%,2024-04-08,19:10:31
0.052734375,26.0°C,70%,2024-04-08,19:10:49
-0.19921875,26.0°C,70%,2024-04-08,19:11:05
-0.25390625,26.0°C,70%,2024-04-08,19:11:21
0.05078125,26.0°C,70%,2024-04-08,19:11:37
0.0546875,26.0°C,70%,2024-04-08,19:11:53
-0.23828125,26.0°C,70%,2024-04-08,19:12:09
-0.236328125,26.0°C,70%,2024-04-08,19:12:25
0.052734375,26.0°C,70%,2024-04-08,19:12:41
0.05859375,26.0°C,70%,2024-04-08,19:12:57
-0.2578125,26.0°C,70%,2024-04-08,19:13:13
-0.2109375,26.0°C,70%,2024-04-08,19:13:30
0.05859375,26.0°C,70%,2024-04-08,19:13:46
-0.00390625,26.0°C,70%,2024-04-08,19:14:02
-0.24609375,26.0°C,70%,2024-04-08,19:14:18
-0.1953125,26.0°C,70%,2024-04-08,19:14:34
0.05078125,26.0°C,70%,2024-04-08,19:14:50
-0.083984375,26.0°C,70%,2024-04-08,19:15:07
-0.255859375,26.0°C,70%,2024-04-08,19:15:23
-0.126953125,26.0°C,70%,2024-04-08,19:15:39
0.033203125,26.0°C,70%,2024-04-08,19:15:55
-0.138671875,26.0°C,70%,2024-04-08,19:16:12
-0.26953125,26.0°C,70%,2024-04-08,19:16:28
-0.06640625,26.0°C,70%,2024-04-08,19:16:44
0.041015625,26.0°C,70%,2024-04-08,19:17:00
-0.203125,26.0°C,70%,2024-04-08,19:17:17
-0.255859375,26.0°C,70%,2024-04-08,19:17:34
-0.021484375,26.0°C,70%,2024-04-08,19:17:50
0.044921875,26.0°C,70%,2024-04-08,19:18:06
-0.248046875,26.0°C,70%,2024-04-08,19:18:22
-0.25390625,26.0°C,70%,2024-04-08,19:18:39
0.0390625,26.0°C,70%,2024-04-08,19:18:55
0.03515625,26.0°C,70%,2024-04-08,19:19:11
-0.25390625,26.0°C,70%,2024-04-08,19:19:27
-0.26171875,26.0°C,70%,2024-04-08,19:19:43
0.0546875,26.0°C,70%,2024-04-08,19:20:00
0.02734375,26.0°C,70%,2024-04-08,19:20:16
-0.251953125,26.0°C,70%,2024-04-08,19:20:32
-0.201171875,26.0°C,70%,2024-04-08,19:20:52
0.041015625,26.0°C,70%,2024-04-08,19:21:08
-0.009765625,26.0°C,70%,2024-04-08,19:21:24
-0.255859375,26.0°C,70%,2024-04-08,19:21:41
-0.14453125,26.0°C,70%,2024-04-08,19:21:57
-0.240234375,26.0°C,70%,2024-04-08,19:22:13
0.052734375,26.0°C,70%,2024-04-08,19:22:29
0.060546875,26.0°C,70%,2024-04-08,19:22:45
-0.228515625,26.0°C,70%,2024-04-08,19:23:01
-0.224609375,26.0°C,70%,2024-04-08,19:23:17
0.08203125,26.0°C,70%,2024-04-08,19:23:34
0.060546875,26.0°C,70%,2024-04-08,19:23:50
-0.21484375,26.0°C,70%,2024-04-08,19:24:07
-0.154296875,26.0°C,70%,2024-04-08,19:24:23
0.08203125,26.0°C,70%,2024-04-08,19:24:39
0.021484375,26.0°C,70%,2024-04-08,19:24:55
-0.23046875,26.0°C,70%,2024-04-08,19:25:11
-0.09375,26.0°C,70%,2024-04-08,19:25:28
0.078125,26.0°C,70%,2024-04-08,19:25:44
-0.05859375,26.0°C,70%,2024-04-08,19:26:01
-0.22265625,26.0°C,70%,2024-04-08,19:26:17
-0.05859375,26.0°C,70%,2024-04-08,19:26:34
0.076171875,26.0°C,70%,2024-04-08,19:26:50
-0.140625,26.0°C,70%,2024-04-08,19:27:06
-0.228515625,26.0°C,70%,2024-04-08,19:27:22
0.03515625,26.0°C,70%,2024-04-08,19:27:39
0.08203125,26.0°C,70%,2024-04-08,19:27:55
-0.19921875,26.0°C,70%,2024-04-08,19:28:11
-0.25,26.0°C,70%,2024-04-08,19:28:27
0.05078125,26.0°C,70%,2024-04-08,19:28:43
0.041015625,26.0°C,70%,2024-04-08,19:29:00
-0.24609375,26.0°C,70%,2024-04-08,19:29:16
-0.25390625,26.0°C,70%,2024-04-08,19:29:32
0.0625,26.0°C,70%,2024-04-08,19:29:48
0.037109375,26.0°C,70%,2024-04-08,19:30:04
-0.2421875,26.0°C,70%,2024-04-08,19:30:21
-0.197265625,26.0°C,70%,2024-04-08,19:30:37
-0.072265625,26.0°C,70%,2024-04-08,19:30:53
-0.26953125,26.0°C,70%,2024-04-08,19:31:09
-0.150390625,26.0°C,70%,2024-04-08,19:31:26
0.021484375,26.0°C,70%,2024-04-08,19:31:42
-0.134765625,26.0°C,70%,2024-04-08,19:31:58
-0.271484375,26.0°C,70%,2024-04-08,19:32:15
-0.099609375,26.0°C,70%,2024-04-08,19:32:31
0.033203125,26.0°C,70%,2024-04-08,19:32:47
-0.21484375,26.0°C,70%,2024-04-08,19:33:04
-0.275390625,26.0°C,70%,2024-04-08,19:33:20
-0.044921875,26.0°C,70%,2024-04-08,19:33:36
0.029296875,26.0°C,70%,2024-04-08,19:33:52
-0.26171875,26.0°C,70%,2024-04-08,19:34:08
-0.279296875,26.0°C,70%,2024-04-08,19:34:24
0.005859375,26.0°C,70%,2024-04-08,19:34:41
0.013671875,26.0°C,70%,2024-04-08,19:34:57
-0.283203125,26.0°C,70%,2024-04-08,19:35:13
-0.27734375,26.0°C,70%,2024-04-08,19:35:29
0.033203125,26.0°C,70%,2024-04-08,19:35:45
-0.005859375,26.0°C,70%,2024-04-08,19:36:01
-0.27734375,26.0°C,70%,2024-04-08,19:36:18
-0.240234375,26.0°C,70%,2024-04-08,19:36:34
0.025390625,26.0°C,70%,2024-04-08,19:36:50
-0.048828125,26.0°C,70%,2024-04-08,19:37:06
-0.26953125,26.0°C,68%,2024-04-08,19:37:22
-0.1640625,26.0°C,68%,2024-04-08,19:37:39
0.0390625,26.0°C,68%,2024-04-08,19:37:55
-0.111328125,26.0°C,68%,2024-04-08,19:38:11
-0.255859375,26.0°C,68%,2024-04-08,19:38:27
-0.109375,26.0°C,68%,2024-04-08,19:38:44
0.0546875,26.0°C,68%,2024-04-08,19:39:00
-0.162109375,26.0°C,68%,2024-04-08,19:39:16
-0.244140625,26.0°C,68%,2024-04-08,19:39:32
-0.267578125,26.0°C,68%,2024-04-08,19:39:48
0.0234375,26.0°C,68%,2024-04-08,19:40:05
0.025390625,26.0°C,68%,2024-04-08,19:40:21
-0.26171875,26.0°C,68%,2024-04-08,19:40:37
-0.263671875,26.0°C,68%,2024-04-08,19:40:54
0.046875,26.0°C,68%,2024-04-08,19:41:10
0.017578125,26.0°C,68%,2024-04-08,19:41:26
-0.259765625,26.0°C,68%,2024-04-08,19:41:42
-0.220703125,26.0°C,68%,2024-04-08,19:41:58
0.03515625,26.0°C,68%,2024-04-08,19:42:14
-0.0234375,26.0°C,68%,2024-04-08,19:42:30
-0.26171875,26.0°C,68%,2024-04-08,19:42:47
-0.15234375,26.0°C,68%,2024-04-08,19:43:04
0.05078125,26.0°C,68%,2024-04-08,19:43:20
-0.09375,26.0°C,68%,2024-04-08,19:43:37
-0.26171875,26.0°C,68%,2024-04-08,19:43:53
-0.12890625,26.0°C,68%,2024-04-08,19:44:09
0.04296875,26.0°C,68%,2024-04-08,19:44:26
-0.1640625,26.0°C,68%,2024-04-08,19:44:42
-0.267578125,26.0°C,68%,2024-04-08,19:44:58
-0.048828125,26.0°C,68%,2024-04-08,19:45:14
0.029296875,26.0°C,68%,2024-04-08,19:45:31
-0.212890625,26.0°C,68%,2024-04-08,19:45:47
-0.265625,26.0°C,68%,2024-04-08,19:46:04
0.01171875,26.0°C,68%,2024-04-08,19:46:20
0.044921875,26.0°C,68%,2024-04-08,19:46:36
-0.26171875,26.0°C,68%,2024-04-08,19:46:52
-0.255859375,26.0°C,68%,2024-04-08,19:47:09
0.033203125,26.0°C,68%,2024-04-08,19:47:25
0.044921875,26.0°C,68%,2024-04-08,19:47:41
-0.263671875,26.0°C,68%,2024-04-08,19:47:57
0.02734375,26.0°C,68%,2024-04-08,19:48:13
-0.12109375,26.0°C,68%,2024-04-08,19:48:30
-0.265625,26.0°C,68%,2024-04-08,19:48:46
